"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"thursday_computer_hw","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Thursday using the computer for homework before and after school:",,"PX150601","time",,,,,,,,,"",""
"friday_computer_hw","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Friday using the computer for homework before and after school:",,"PX150601","time",,,,,,,,,"",""
"saturday_computer_hw","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Saturday using the computer for homework:",,"PX150601","time",,,,,,,,,"",""
"sunday_computer_hw","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Sunday using the computer for homework:",,"PX150601","time",,,,,,,,,"",""
"monday_hw","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Monday doing the homework not on the computer before and after school:",,"PX150601","time",,,,,,,,,"",""
"tuesday_hw","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Tuesday doing the homework not on the computer before and after school:",,"PX150601","time",,,,,,,,,"",""
"wednesday_hw","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Wednesday doing the homework not on the computer before and after school:",,"PX150601","time",,,,,,,,,"",""
"thursday_hw","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Thursday doing the homework not on the computer before and after school:",,"PX150601","time",,,,,,,,,"",""
"friday_hw","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Friday doing the homework not on the computer before and after school:",,"PX150601","time",,,,,,,,,"",""
"saturday_hw","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Saturday doing the homework not on the computer:",,"PX150601","time",,,,,,,,,"",""
"sunday_hw","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Sunday doing the homework not on the computer:",,"PX150601","time",,,,,,,,,"",""
"monday_reading","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Monday reading for fun before and after school:",,"PX150601","time",,,,,,,,,"",""
"tuesday_reading","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Tuesday reading for fun before and after school:",,"PX150601","time",,,,,,,,,"",""
"wednesday_reading","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Wednesday reading for fun before and after school:",,"PX150601","time",,,,,,,,,"",""
"thursday_reading","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Thursday reading for fun before and after school:",,"PX150601","time",,,,,,,,,"",""
"friday_reading","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Friday reading for fun before and after school:",,"PX150601","time",,,,,,,,,"",""
"saturday_reading","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Saturday reading for fun:",,"PX150601","time",,,,,,,,,"",""
"sunday_reading","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Sunday reading for fun:",,"PX150601","time",,,,,,,,,"",""
"mon_tutored","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Monday being tutored before and after school:",,"PX150601","time",,,,,,,,,"",""
"tue_tutored","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Tuesday being tutored before and after school:",,"PX150601","time",,,,,,,,,"",""
"wed_tutored","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Wednesday being tutored before and after school:",,"PX150601","time",,,,,,,,,"",""
"thur_tutored","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Thursday being tutored before and after school:",,"PX150601","time",,,,,,,,,"",""
"fri_tutored","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Friday being tutored before and after school:",,"PX150601","time",,,,,,,,,"",""
"sat_tutored","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Saturday being tutored:",,"PX150601","time",,,,,,,,,"",""
"sun_tutored","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Sunday being tutored:",,"PX150601","time",,,,,,,,,"",""
"mon_travel","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Monday traveling by car, bus, and/or train before and after school:",,"PX150601","time",,,,,,,,,"",""
"tues_travel","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Tuesday traveling by car, bus, and/or train before and after school:",,"PX150601","time",,,,,,,,,"",""
"wed_travel","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Wednesday traveling by car, bus, and/or train before and after school:",,"PX150601","time",,,,,,,,,"",""
"thur_travel","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Thursday traveling by car, bus, and/or train before and after school:",,"PX150601","time",,,,,,,,,"",""
"fri_travel","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Friday traveling by car, bus, and/or train before and after school:",,"PX150601","time",,,,,,,,,"",""
"sat_travel","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Saturday traveling by car, bus, and/or train:",,"PX150601","time",,,,,,,,,"",""
"sun_travel","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Sunday traveling by car, bus, and/or train:",,"PX150601","time",,,,,,,,,"",""
"mon_crafts","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Monday doing crafts or hobbies before and after school:",,"PX150601","time",,,,,,,,,"",""
"tues_crafts","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Tuesday doing crafts or hobbies before and after school:",,"PX150601","time",,,,,,,,,"",""
"wed_crafts","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Wednesday doing crafts or hobbies before and after school:",,"PX150601","time",,,,,,,,,"",""
"thurs_crafts","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Thursday doing crafts or hobbies before and after school:",,"PX150601","time",,,,,,,,,"",""
"fri_crafts","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Friday doing crafts or hobbies before and after school:",,"PX150601","time",,,,,,,,,"",""
"sat_crafts","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Saturday doing crafts or hobbies:",,"PX150601","time",,,,,,,,,"",""
"sun_crafts","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Sunday doing crafts or hobbies:",,"PX150601","time",,,,,,,,,"",""
"mon_misc","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Monday sitting around chatting with friends, on the phone, or chilling before and after school:",,"PX150601","time",,,,,,,,,"",""
"tues_misc","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Tuesday sitting around chatting with friends, on the phone, or chilling before and after school:",,"PX150601","time",,,,,,,,,"",""
"wed_misc","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Wednesday sitting around chatting with friends, on the phone, or chilling before and after school:",,"PX150601","time",,,,,,,,,"",""
"thurs_misc","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Thursday sitting around chatting with friends, on the phone, or chilling before and after school:",,"PX150601","time",,,,,,,,,"",""
"fri_misc","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Friday sitting around chatting with friends, on the phone, or chilling before and after school:",,"PX150601","time",,,,,,,,,"",""
"sat_misc","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Saturday sitting around chatting with friends, on the phone, or chilling:",,"PX150601","time",,,,,,,,,"",""
"sun_misc","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Sunday sitting around chatting with friends, on the phone, or chilling:",,"PX150601","time",,,,,,,,,"",""
"mon_music","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Monday playing or practicing a musical instrument before and after school:",,"PX150601","time",,,,,,,,,"",""
"tues_music","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Tuesday playing or practicing a musical instrument before and after school:",,"PX150601","time",,,,,,,,,"",""
"wed_music","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Wednesday playing or practicing a musical instrument before and after school:",,"PX150601","time",,,,,,,,,"",""
"thurs_music","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Thursday playing or practicing a musical instrument before and after school:",,"PX150601","time",,,,,,,,,"",""
"fri_music","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Friday playing or practicing a musical instrument before and after school:",,"PX150601","time",,,,,,,,,"",""
"sat_music","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Saturday playing or practicing a musical instrument:",,"PX150601","time",,,,,,,,,"",""
"sun_music","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Sunday playing or practicing a musical instrument:",,"PX150601","time",,,,,,,,,"",""
"sat_extra","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Saturday going to church or Saturday school:",,"PX150601","time",,,,,,,,,"",""
"sun_extra","px150601_phenx_sitting_sedentary_behavior_adult_protocol",,"text","Please estimate how much time (HH:MM) you spend sitting every Sunday going to church or Saturday school:",,"PX150601","time",,,,,,,,,"",""
