"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"exposure_paint_solvent","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Have you used Paints or solvents (paint thinners and removers, typewriter corrective fluids) or has someone used near you in the last 48 hours?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,,,,,,"",""
"exposure_paint_solvent_self","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Did you handle Paints or solvents (paint thinners and removers, typewriter corrective fluids) yourself? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_paint_solvent] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_paint_solvent_self_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours did you handle Paints or solvents (paint thinners and removers, typewriter corrective fluids) yourself?",,"PX061101","number",1,12,,"[exposure_paint_solvent_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_paint_solvent_self_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes did you handle Paints or solvents (paint thinners and removers, typewriter corrective fluids) yourself?",,"PX061101","number",1,60,,"[exposure_paint_solvent_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_paint_solvent_nearby","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Were you near somebody else who handled Paints or solvents (paint thinners and removers, typewriter corrective fluids)? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_paint_solvent] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_paint_solvent_nearby_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours were you near somebody else who handled Paints or solvents (paint thinners and removers, typewriter corrective fluids)?",,"PX061101","number",1,12,,"[exposure_paint_solvent_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_paint_solvent_nearby_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes were you near somebody else who handled Paints or solvents (paint thinners and removers, typewriter corrective fluids)?",,"PX061101","number",1,60,,"[exposure_paint_solvent_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_glue_adhesive","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Have you used Glues and adhesives, such as contact cement, super glues, and aerosol adhesives that contain chemical solvents or has someone used near you in the last 48 hours?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,,,,,,"",""
"exposure_glue_adhesive_self","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Did you handle Glues and adhesives, such as contact cement, super glues, and aerosol adhesives that contain chemical solvents yourself? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_glue_adhesive] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_glue_adhesive_self_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours did you handle Glues and adhesives, such as contact cement, super glues, and aerosol adhesives that contain chemical solvents yourself?",,"PX061101","number",1,12,,"[exposure_glue_adhesive_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_glue_adhesive_self_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes did you handle Glues and adhesives, such as contact cement, super glues, and aerosol adhesives that contain chemical solvents yourself?",,"PX061101","number",1,60,,"[exposure_glue_adhesive_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_glue_adhesive_nearby","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Were you near somebody else who handled Glues and adhesives, such as contact cement, super glues, and aerosol adhesives that contain chemical solvents? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_glue_adhesive] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_glue_adhesive_nearby_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours were you near somebody else who handled Glues and adhesives, such as contact cement, super glues, and aerosol adhesives that contain chemical solvents?",,"PX061101","number",1,12,,"[exposure_glue_adhesive_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_glue_adhesive_nearby_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes were you near somebody else who handled Glues and adhesives, such as contact cement, super glues, and aerosol adhesives that contain chemical solvents?",,"PX061101","number",1,60,,"[exposure_glue_adhesive_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_gasoline_mower","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Have you used Gasoline lawn mower or has someone used near you in the last 48 hours?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,,,,,,"",""
"exposure_gasoline_mower_self","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Did you handle Gasoline lawn mower yourself?","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No","PX061101",,,,,"[exposure_gasoline_mower] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_gasoline_mower_self_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours did you handle Gasoline lawn mower yourself?",,"PX061101","number",1,12,,"[exposure_gasoline_mower_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_gasoline_mower_self_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes did you handle Gasoline lawn mower yourself?",,"PX061101","number",1,60,,"[exposure_gasoline_mower_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_gasoline_mower_nearby","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Were you near somebody else who handled Gasoline lawn mower? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_gasoline_mower] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_gasoline_mower_nearby_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours were you near somebody else who handled Gasoline lawn mower?",,"PX061101","number",1,12,,"[exposure_gasoline_mower_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_gasoline_mower_nearby_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes were you near somebody else who handled Gasoline lawn mower?",,"PX061101","number",,,,"[exposure_gasoline_mower_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_gasoline_equipment","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Have you used Chain saw or other gasoline equipment or has someone used near you in the last 48 hours?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,,,,,,"",""
"exposure_gasoline_equipment_self","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Did you handle Chain saw or other gasoline equipment yourself? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_gasoline_equipment] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_gasoline_equipment_self_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours did you handle Chain saw or other gasoline equipment yourself?",,"PX061101","number",1,12,,"[exposure_gasoline_equipment_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_gasoline_equipment_self_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes did you handle Chain saw or other gasoline equipment yourself?",,"PX061101","number",1,60,,"[exposure_gasoline_equipment_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_gasoline_equipment_nearby","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Were you near somebody else who handled Chain saw or other gasoline equipment? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_gasoline_equipment] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_gasoline_equipment_nearby_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours were you near somebody else who handled Chain saw or other gasoline equipment?",,"PX061101","number",1,12,,"[exposure_gasoline_equipment_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_gasoline_equipment_nearby_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes were you near somebody else who handled Chain saw or other gasoline equipment?",,"PX061101","number",1,60,,"[exposure_gasoline_equipment_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_sander_saw","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Have you used Sander and/or saw or has someone used near you in the last 48 hours?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,,,,,,"",""
"exposure_sander_saw_self","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Did you handle Sander and/or saw yourself? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_sander_saw] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_sander_saw_self_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours did you handle Sander and/or saw yourself?",,"PX061101","number",1,12,,"[exposure_sander_saw_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_sander_saw_self_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes did you handle Sander and/or saw yourself?",,"PX061101","number",1,60,,"[exposure_sander_saw_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_sander_saw_nearby","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Were you near somebody else who handled Sander and/or saw? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_sander_saw] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_sander_saw_nearby_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours were you near somebody else who handled Sander and/or saw?",,"PX061101","number",1,12,,"[exposure_sander_saw_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_sander_saw_nearby_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes were you near somebody else who handled Sander and/or saw?",,"PX061101","number",,,,"[exposure_sander_saw_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_pesticides_sprayed","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Have you used Pesticides sprayed or has someone used near you in the last 48 hours?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,,,,,,"",""
"exposure_pesticides_sprayed_self","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Did you handle Pesticides sprayed yourself? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_pesticides_sprayed] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_pesticides_sprayed_self_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours did you handle Pesticides sprayed yourself?",,"PX061101","number",1,12,,"[exposure_pesticides_sprayed_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_pesticides_sprayed_self_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes did you handle Pesticides sprayed yourself?",,"PX061101","number",,,,"[exposure_pesticides_sprayed_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_pesticides_sprayed_nearby","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Were you near somebody else who handled Pesticides sprayed? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_pesticides_sprayed] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_pesticides_sprayed_nearby_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours were you near somebody else who handled Pesticides sprayed?",,"PX061101","number",,,,"[exposure_pesticides_sprayed_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_pesticides_sprayed_nearby_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes were you near somebody else who handled Pesticides sprayed?",,"PX061101","number",1,60,,"[exposure_pesticides_sprayed_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_vacuuming","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Have you used Vacuuming or has someone used near you in the last 48 hours?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,,,,,,"",""
"exposure_vacuuming_self","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Did you handle Vacuuming yourself? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_vacuuming] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_vacuuming_self_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours did you handle Vacuuming yourself?",,"PX061101","number",1,12,,"[exposure_vacuuming_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_vacuuming_self_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes did you handle Vacuuming yourself?",,"PX061101","number",1,60,,"[exposure_vacuuming_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_vacuuming_nearby","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Were you near somebody else who handled Vacuuming? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_vacuuming] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_vacuuming_nearby_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours were you near somebody else who handled Vacuuming?",,"PX061101","number",1,12,,"[exposure_vacuuming_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_vacuuming_nearby_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes were you near somebody else who handled Vacuuming?",,"PX061101","number",,,,"[exposure_vacuuming_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_sweeping_indoors","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Have you used Sweeping indoors or has someone used near you in the last 48 hours?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,,,,,,"",""
"exposure_sweeping_indoors_self","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Did you handle Sweeping indoors yourself? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_sweeping_indoors] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_sweeping_indoors_self_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours did you handle Sweeping indoors yourself?",,"PX061101","number",1,24,,"[exposure_sweeping_indoors_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_sweeping_indoors_self_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes did you handle Sweeping indoors yourself?",,"PX061101","number",1,60,,"[exposure_sweeping_indoors_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_sweeping_indoors_nearby","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Were you near somebody else who handled Sweeping indoors? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_sweeping_indoors] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_sweeping_indoors_nearby_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours were you near somebody else who handled Sweeping indoors?",,"PX061101","number",1,24,,"[exposure_sweeping_indoors_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_sweeping_indoors_nearby_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes were you near somebody else who handled Sweeping indoors?",,"PX061101","number",,,,"[exposure_sweeping_indoors_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_dusting","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Have you used Dusting or has someone used near you in the last 48 hours?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,,,,,,"",""
"exposure_dusting_self","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Did you handle Dusting yourself? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_dusting] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_dusting_self_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How long did you handle Dusting yourself?",,"PX061101","number",,,,"[exposure_dusting_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_dusting_self_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How long did you handle Dusting yourself?",,"PX061101","number",,,,"[exposure_dusting_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_dusting_nearby","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Were you near somebody else who handled Dusting? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_dusting] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_dusting_nearby_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours were you near somebody else who handled Dusting?",,"PX061101","number",1,24,,"[exposure_dusting_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_dusting_nearby_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes were you near somebody else who handled Dusting?",,"PX061101","number",1,60,,"[exposure_dusting_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_cleaning_solutions","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Have you used cleaning solutions (including household cleaners and chemicals) or has someone used near you in the last 48 hours?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,,,,,,"",""
"exposure_cleaning_solutions_self","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Did you handle cleaning solutions (including household cleaners and chemicals) yourself? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_cleaning_solutions] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_cleaning_solutions_self_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours did you handle cleaning solutions (including household cleaners and chemicals) yourself?",,"PX061101","number",1,24,,"[exposure_cleaning_solutions_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_cleaning_solutions_self_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes did you handle cleaning solutions (including household cleaners and chemicals) yourself?",,"PX061101","number",,,,"[exposure_cleaning_solutions_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_cleaning_solutions_nearby","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Were you near somebody else who handled cleaning solutions (including household cleaners and chemicals)? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_cleaning_solutions] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_cleaning_solutions_nearby_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours were you near somebody else who handled cleaning solutions (including household cleaners and chemicals)?",,"PX061101","number",1,24,,"[exposure_cleaning_solutions_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_cleaning_solutions_nearby_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes were you near somebody else who handled cleaning solutions (including household cleaners and chemicals)?",,"PX061101","number",,,,"[exposure_cleaning_solutions_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_gardening","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Have you used Gardening or has someone used near you in the last 48 hours?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,,,,,,"",""
"exposure_gardening_self","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Did you handle Gardening yourself? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_gardening] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_gardening_self_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours did you handle Gardening yourself?",,"PX061101","number",1,24,,"[exposure_gardening_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_gardening_self_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes did you handle Gardening yourself?",,"PX061101","number",1,60,,"[exposure_gardening_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_gardening_nearby","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Were you near somebody else who handled Gardening? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_gardening] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_gardening_nearby_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours were you near somebody else who handled Gardening?",,"PX061101","number",1,24,,"[exposure_gardening_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_gardening_nearby_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes were you near somebody else who handled Gardening?",,"PX061101","number",,,,"[exposure_gardening_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_woodworking","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Have you used Woodworking or has someone used near you in the last 48 hours?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,,,,,,"",""
"exposure_woodworking_self","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Did you handle Woodworking yourself? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_woodworking] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_woodworking_self_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours did you handle Woodworking yourself?",,"PX061101","number",1,24,,"[exposure_woodworking_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_woodworking_self_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes did you handle Woodworking yourself?",,"PX061101","number",,,,"[exposure_woodworking_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_woodworking_nearby","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Were you near somebody else who handled Woodworking? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_woodworking] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_woodworking_nearby_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours were you near somebody else who handled Woodworking?",,"PX061101","number",1,24,,"[exposure_woodworking_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_woodworking_nearby_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes were you near somebody else who handled Woodworking?",,"PX061101","number",1,60,,"[exposure_woodworking_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_metal_working","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Have you used Metal working/welding or has someone used near you in the last 48 hours?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,,,,,,"",""
"exposure_metal_working_self","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Did you handle Metal working/welding yourself? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_metal_working] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_metal_working_self_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours did you handle Metal working/welding yourself?",,"PX061101","number",1,24,,"[exposure_metal_working_self] = 'UNDEFINED_CODE'",,,,,"",""
